Date,Description,Amount,Category
2025-06-24,transaction at cloudnine,18067.42,Healthcare
2025-04-26,transaction at yulu bikes,1098.75,Transport
2025-12-09,transaction at biba,745.19,Clothing
2025-04-12,transaction at tata cliq,17046.38,Online Shopping
2025-04-03,transaction at act fibernet,3226.7,Bills
2025-03-05,transaction at dell exclusive,109625.55,Electronics
2025-07-28,transaction at gas agency,2982.55,Bills
2025-11-28,transaction at aster,8137.0,Healthcare
2025-11-25,transaction at more supermarket,4230.57,Grocery
2025-12-07,transaction at metro rail,1409.71,Transport
2025-07-24,transaction at property tax online,2457.3,Bills
2025-08-18,transaction at tata cliq,5077.99,Online Shopping
2025-01-10,transaction at apple store,18102.66,Electronics
2025-07-05,transaction at sonyliv,100.01,Entertainment
2025-04-26,transaction at starbucks,951.24,Food
2025-10-24,transaction at airasia,27369.44,Travel
2025-01-13,transaction at more supermarket,2310.39,Grocery
2025-02-04,transaction at yulu bikes,409.7,Transport
2025-11-03,transaction at makemytrip,14126.41,Travel
2025-04-14,transaction at taco bell,737.14,Food
2025-08-06,transaction at tneb,240.6,Bills
2025-02-28,transaction at gas agency,2802.92,Bills
2025-02-20,transaction at cloudnine,15571.45,Healthcare
2025-01-20,transaction at snapdeal,16794.68,Online Shopping
2025-01-19,transaction at yatra,18840.4,Travel
2025-05-23,transaction at us polo,2976.54,Clothing
2025-03-02,transaction at aster,18175.49,Healthcare
2025-05-03,transaction at biba,5189.65,Clothing
2025-08-24,transaction at aha,459.72,Entertainment
2025-09-20,transaction at max fashion,4893.56,Clothing
2025-04-27,transaction at youtube premium,618.54,Entertainment
2025-11-03,transaction at dmart,2077.41,Grocery
2025-05-08,transaction at bigbazaar,2400.84,Grocery
2025-04-20,transaction at amazon prime,709.03,Entertainment
2025-03-12,transaction at more supermarket,941.27,Grocery
2025-02-15,transaction at 1mg,13792.84,Healthcare
2025-09-16,transaction at asus store,10679.83,Electronics
2025-04-06,transaction at meru cabs,1141.86,Transport
2025-09-10,transaction at tata cliq,7816.27,Online Shopping
2025-08-25,transaction at croma,107050.46,Electronics
2025-05-22,transaction at booking.com,1065.2,Travel
2025-10-21,transaction at gaana,692.85,Entertainment
2025-11-08,transaction at meru cabs,1797.69,Transport
2025-03-09,transaction at amazon,8573.25,Online Shopping
2025-07-26,transaction at ajio,11687.37,Online Shopping
2025-08-30,transaction at allen solly,4757.08,Clothing
2025-07-28,transaction at kauvery,17043.83,Healthcare
2025-08-28,transaction at jiomart,1108.56,Grocery
2025-09-05,transaction at reliance digital,40381.71,Electronics
2025-11-25,transaction at samsung store,51754.17,Electronics
2025-08-02,transaction at starbucks,496.39,Food
2025-12-18,transaction at adidas,5647.32,Clothing
2025-10-08,transaction at dmart,2400.71,Grocery
2025-05-15,transaction at puma,6789.51,Clothing
2025-09-14,transaction at vivo store,95149.27,Electronics
2025-02-21,transaction at ola,1248.73,Transport
2025-06-03,transaction at ccd,518.04,Food
2025-11-21,transaction at airtel,3674.58,Bills
2025-04-29,transaction at snapdeal,5507.39,Online Shopping
2025-04-30,transaction at samsung store,96912.67,Electronics
2025-08-12,transaction at zara,5773.11,Clothing
2025-04-14,transaction at nature's basket,402.34,Grocery
2025-06-22,transaction at zara,7187.34,Clothing
2025-03-05,transaction at dominos,363.75,Food
2025-09-06,transaction at asus store,63219.65,Electronics
2025-02-11,transaction at vistara,27541.49,Travel
2025-06-04,transaction at max fashion,557.88,Clothing
2025-12-26,transaction at sonyliv,403.92,Entertainment
2025-02-04,transaction at amazon prime,128.06,Entertainment
2025-06-29,transaction at pantaloons,4835.76,Clothing
2025-08-31,transaction at irctc,11789.5,Travel
2025-09-23,transaction at gaana,784.3,Entertainment
2025-05-18,transaction at air india,18056.95,Travel
2025-07-16,transaction at aha,577.5,Entertainment
2025-06-17,transaction at pantaloons,6060.6,Clothing
2025-06-15,transaction at sonyliv,909.03,Entertainment
2025-07-31,transaction at yulu bikes,1349.45,Transport
2025-04-28,transaction at apple music,386.59,Entertainment
2025-08-08,transaction at pepperfry,903.44,Online Shopping
2025-10-27,transaction at star bazaar,3646.0,Grocery
2025-02-10,transaction at nike,1945.36,Clothing
2025-04-26,transaction at water board,1733.41,Bills
2025-08-18,transaction at bsnl,5111.26,Bills
2025-07-06,transaction at tneb,1975.42,Bills
2025-09-06,transaction at airtel,1900.27,Bills
2025-12-18,transaction at apollo hospital,1063.02,Healthcare
2025-10-03,transaction at bsnl,5153.15,Bills
2025-04-17,transaction at pepperfry,12050.19,Online Shopping
2025-08-03,transaction at youtube premium,960.74,Entertainment
2025-04-26,transaction at pharmeasy,11402.37,Healthcare
2025-10-16,transaction at tata cliq,1317.02,Online Shopping
2025-08-02,transaction at subway,760.13,Food
2025-05-24,transaction at oyo,17559.8,Travel
2025-07-15,transaction at aster,8090.59,Healthcare
2025-05-30,transaction at airasia,20744.59,Travel
2025-11-19,transaction at yulu bikes,1836.74,Transport
2025-11-11,transaction at subway,448.13,Food
2025-09-13,transaction at amazon prime,743.99,Entertainment
2025-01-19,transaction at tata cliq,10474.8,Online Shopping
2025-12-25,transaction at fortis,3626.35,Healthcare
2025-09-16,transaction at fortis,12910.54,Healthcare
2025-03-29,transaction at act fibernet,1144.85,Bills
2025-12-22,transaction at water board,2386.45,Bills
2025-05-20,transaction at woodland,1452.75,Clothing
2025-03-27,transaction at medplus,4256.86,Healthcare
2025-07-19,transaction at pepperfry,214.73,Online Shopping
2025-11-03,transaction at zee5,530.92,Entertainment
2025-02-24,transaction at water board,4683.39,Bills
2025-12-10,transaction at irctc,3994.13,Travel
2025-08-20,transaction at act fibernet,5820.36,Bills
2025-03-15,transaction at aha,107.57,Entertainment
2025-01-28,transaction at youtube premium,392.54,Entertainment
2025-01-22,transaction at property tax online,680.91,Bills
2025-09-09,transaction at cloudnine,12445.94,Healthcare
2025-09-03,transaction at myntra,15727.66,Online Shopping
2025-11-25,transaction at pharmeasy,5571.39,Healthcare
2025-08-07,transaction at meru cabs,1666.64,Transport
2025-09-04,transaction at redbus,1382.78,Transport
2025-08-22,transaction at makemytrip,22634.3,Travel
2025-07-15,transaction at vodafone idea,5395.98,Bills
2025-05-26,transaction at reliance digital,43472.76,Electronics
2025-10-30,transaction at amazon,3876.08,Online Shopping
2025-10-21,transaction at ola,424.57,Transport
2025-04-30,transaction at ola,1259.51,Transport
2025-05-20,transaction at nature's basket,1609.44,Grocery
2025-10-15,transaction at redbus,1747.17,Transport
2025-10-08,transaction at zee5,529.88,Entertainment
2025-03-31,transaction at star bazaar,4830.51,Grocery
2025-07-11,transaction at medplus,13757.28,Healthcare
2025-02-06,transaction at woodland,2139.98,Clothing
2025-07-23,transaction at jiomart,4002.68,Grocery
2025-08-08,transaction at star bazaar,2752.44,Grocery
2025-01-15,transaction at pharmeasy,5776.38,Healthcare
2025-10-30,transaction at meru cabs,900.25,Transport
2025-07-26,transaction at jio fiber,980.09,Bills
2025-02-25,transaction at aha,198.56,Entertainment
2025-11-02,transaction at booking.com,6633.27,Travel
2025-01-21,transaction at gas agency,4217.19,Bills
2025-03-18,transaction at 1mg,18258.39,Healthcare
2025-08-24,transaction at noise,58586.71,Electronics
2025-05-18,transaction at barbeque nation,1363.56,Food
2025-08-31,transaction at youtube premium,708.23,Entertainment
2025-01-18,transaction at irctc,1934.66,Travel
2025-06-22,transaction at puma,4670.55,Clothing
2025-02-04,transaction at yulu bikes,118.05,Transport
2025-03-13,transaction at vodafone idea,4294.92,Bills
2025-03-27,transaction at bsnl,4747.5,Bills
2025-03-31,transaction at ajio,11844.01,Online Shopping
2025-03-29,transaction at tsrtc,81.96,Transport
2025-06-04,transaction at goibibo,24721.88,Travel
2025-06-06,transaction at tsrtc,1730.4,Transport
2025-12-26,transaction at redbus,1548.82,Transport
2025-09-14,transaction at rapido,640.96,Transport
2025-01-26,transaction at levis,1320.5,Clothing
2025-06-09,transaction at pantaloons,6176.74,Clothing
2025-08-18,transaction at makemytrip,29776.72,Travel
2025-08-16,transaction at nilgiris,899.44,Grocery
2025-04-30,transaction at redbus,805.75,Transport
2025-06-03,transaction at woodland,3153.49,Clothing
2025-10-03,transaction at vodafone idea,2804.09,Bills
2025-09-12,transaction at dmart,4547.68,Grocery
2025-05-24,transaction at pantaloons,3673.58,Clothing
2025-09-12,transaction at tata cliq,18690.13,Online Shopping
2025-03-21,transaction at adidas,838.1,Clothing
2025-05-15,transaction at uber,579.22,Transport
2025-04-01,transaction at starbucks,1300.15,Food
2025-01-01,transaction at ajio,5498.73,Online Shopping
2025-10-17,transaction at boat lifestyle,60132.27,Electronics
2025-07-10,transaction at pharmeasy,10888.31,Healthcare
2025-10-18,transaction at starbucks,1131.35,Food
2025-07-02,transaction at fortis,15477.23,Healthcare
2025-11-15,transaction at booking.com,21755.52,Travel
2025-12-26,transaction at burger king,498.67,Food
2025-06-17,transaction at gas agency,751.96,Bills
2025-10-30,transaction at pepperfry,11193.58,Online Shopping
2025-05-09,transaction at zara,5661.73,Clothing
2025-01-11,transaction at yatra,13976.61,Travel
2025-02-14,transaction at act fibernet,4036.36,Bills
2025-05-22,transaction at redbus,1333.54,Transport
2025-07-30,transaction at reliance fresh,2811.39,Grocery
2025-12-01,transaction at ola,1688.61,Transport
2025-02-08,transaction at allen solly,3417.7,Clothing
2025-12-04,transaction at dmart,654.79,Grocery
2025-09-02,transaction at pantaloons,3852.66,Clothing
2025-03-30,transaction at kauvery,19485.5,Healthcare
2025-10-20,transaction at fortis,365.36,Healthcare
2025-05-22,transaction at metro rail,1071.56,Transport
2025-08-06,transaction at more supermarket,4546.52,Grocery
2025-11-07,transaction at burger king,461.6,Food
2025-10-25,transaction at aster,19392.87,Healthcare
2025-06-29,transaction at booking.com,5290.81,Travel
2025-12-08,transaction at apollo pharmacy,7219.41,Healthcare
2025-07-24,transaction at lenskart,12193.8,Online Shopping
2025-02-12,transaction at yatra,17482.79,Travel
2025-01-13,transaction at lenskart,6210.38,Online Shopping
2025-03-01,transaction at lenskart,6578.53,Online Shopping
2025-10-08,transaction at sony center,54020.59,Electronics
2025-10-22,transaction at rapido,1975.11,Transport
2025-05-31,transaction at apple store,66825.91,Electronics
2025-08-17,transaction at starbucks,197.18,Food
2025-12-26,transaction at netmeds,14543.88,Healthcare
2025-09-29,transaction at woodland,2901.84,Clothing
2025-05-18,transaction at ajio,9955.31,Online Shopping
2025-07-16,transaction at burger king,535.35,Food
2025-04-15,transaction at max fashion,6633.0,Clothing
2025-09-15,transaction at cream stone,1167.14,Food
2025-07-25,transaction at subway,728.22,Food
2025-11-18,transaction at indigo,7252.87,Travel
2025-11-22,transaction at more supermarket,1113.32,Grocery
2025-01-18,transaction at bmtc,992.67,Transport
2025-01-30,transaction at indigo,17060.31,Travel
2025-08-25,transaction at more supermarket,4446.9,Grocery
2025-06-13,transaction at netmeds,16857.57,Healthcare
2025-01-16,transaction at paradise biryani,423.75,Food
2025-09-17,transaction at reliance fresh,847.25,Grocery
2025-10-13,transaction at ccd,1402.66,Food
2025-09-29,transaction at bsnl,348.81,Bills
2025-07-31,transaction at pizza hut,392.95,Food
2025-08-19,transaction at pepperfry,13212.32,Online Shopping
2025-07-02,transaction at yatra,24472.82,Travel
2025-02-09,transaction at apple store,16487.88,Electronics
2025-02-03,transaction at myntra,15185.66,Online Shopping
2025-04-30,transaction at pizza hut,1068.38,Food
2025-07-22,transaction at aster,9899.7,Healthcare
2025-11-06,transaction at makemytrip,22872.85,Travel
2025-09-28,transaction at dell exclusive,104449.56,Electronics
2025-07-20,transaction at nilgiris,3547.53,Grocery
2025-03-03,transaction at uber,1617.31,Transport
2025-03-14,transaction at ola,1404.38,Transport
2025-01-15,transaction at airtel,5512.67,Bills
2025-01-20,transaction at nykaa,4779.87,Online Shopping
2025-03-11,transaction at pepperfry,16596.61,Online Shopping
2025-10-16,transaction at apollo hospital,14721.6,Healthcare
2025-04-20,transaction at dmart,4123.27,Grocery
2025-06-15,transaction at cloudnine,906.36,Healthcare
2025-02-02,transaction at nykaa,10315.71,Online Shopping
2025-10-29,transaction at aha,380.12,Entertainment
2025-01-05,transaction at kfc,382.31,Food
2025-01-31,transaction at pantaloons,1233.27,Clothing
2025-09-15,transaction at myntra,7822.9,Online Shopping
2025-04-30,transaction at pharmeasy,10855.45,Healthcare
2025-12-17,transaction at nykaa,6908.93,Online Shopping
2025-03-30,transaction at apollo hospital,5087.79,Healthcare
2025-07-08,transaction at yulu bikes,892.77,Transport
2025-01-15,transaction at uber,1864.78,Transport
2025-10-31,transaction at nature's basket,3555.52,Grocery
2025-04-19,transaction at nykaa,3187.78,Online Shopping
2025-05-15,transaction at apple store,58234.78,Electronics
2025-09-04,transaction at gas agency,5066.02,Bills
2025-03-03,transaction at makemytrip,9867.95,Travel
2025-12-23,transaction at amazon,13451.57,Online Shopping
2025-08-19,transaction at woodland,3071.0,Clothing
2025-06-06,transaction at more supermarket,2396.05,Grocery
2025-01-28,transaction at nilgiris,3080.4,Grocery
2025-09-23,transaction at ola,1997.82,Transport
2025-10-13,transaction at cloudnine,12977.61,Healthcare
2025-11-10,transaction at airasia,3292.84,Travel
2025-10-09,transaction at gas agency,5731.87,Bills
2025-09-27,transaction at netmeds,17195.06,Healthcare
2025-01-08,transaction at saravana bhavan,327.3,Food
2025-06-15,transaction at woodland,5389.45,Clothing
2025-09-18,transaction at youtube premium,389.03,Entertainment
2025-01-15,transaction at aster,17478.4,Healthcare
2025-08-18,transaction at vistara,21276.36,Travel
2025-09-12,transaction at h&m,2669.76,Clothing
2025-07-31,transaction at air india,6070.58,Travel
2025-09-26,transaction at gaana,445.77,Entertainment
2025-12-27,transaction at dell exclusive,130033.36,Electronics
2025-09-28,transaction at property tax online,2568.45,Bills
2025-01-19,transaction at property tax online,2057.39,Bills
2025-10-14,transaction at aster,808.63,Healthcare
2025-11-04,transaction at yulu bikes,449.03,Transport
2025-02-04,transaction at booking.com,26369.8,Travel
2025-05-17,transaction at nilgiris,4801.44,Grocery
2025-07-10,transaction at jio fiber,718.97,Bills
2025-06-20,transaction at airtel,5422.72,Bills
2025-07-12,transaction at goibibo,25723.78,Travel
2025-10-12,transaction at nike,5365.26,Clothing
2025-08-02,transaction at gas agency,3518.38,Bills
2025-09-22,transaction at gaana,535.58,Entertainment
2025-10-18,transaction at bmtc,101.56,Transport
2025-10-29,transaction at airtel,814.45,Bills
2025-05-17,transaction at reliance fresh,1944.6,Grocery
2025-09-29,transaction at aster,6910.95,Healthcare
2025-08-10,transaction at rapido,254.21,Transport
2025-09-19,transaction at nature's basket,862.54,Grocery
2025-12-28,transaction at ajio,6704.3,Online Shopping
2025-10-14,transaction at spencers,2192.43,Grocery
2025-07-24,transaction at star bazaar,4947.12,Grocery
2025-02-04,transaction at oyo,28139.21,Travel
2025-12-28,transaction at jio fiber,3134.8,Bills
2025-01-02,transaction at vistara,9301.83,Travel
2025-04-19,transaction at spencers,3582.07,Grocery
2025-01-18,transaction at medplus,11607.54,Healthcare
2025-11-21,transaction at spencers,3902.53,Grocery
2025-09-18,transaction at apollo hospital,6683.48,Healthcare
2025-05-15,transaction at pharmeasy,14837.1,Healthcare
2025-07-13,transaction at goibibo,20714.91,Travel
2025-02-26,transaction at nature's basket,4836.91,Grocery
2025-03-09,transaction at cream stone,631.19,Food
2025-01-28,transaction at oneplus,13142.52,Electronics
2025-06-30,transaction at kauvery,1460.66,Healthcare
2025-03-25,transaction at sony center,40161.96,Electronics
2025-02-06,transaction at samsung store,51097.13,Electronics
2025-04-14,transaction at tata cliq,8230.63,Online Shopping
2025-01-28,transaction at kauvery,14054.12,Healthcare
2025-06-20,transaction at makemytrip,29777.45,Travel
2025-06-21,transaction at pharmeasy,14470.05,Healthcare
2025-07-11,transaction at reliance fresh,1009.31,Grocery
2025-07-09,transaction at yatra,28311.65,Travel
2025-12-18,transaction at yatra,22569.38,Travel
2025-07-06,transaction at 1mg,16972.04,Healthcare
2025-02-04,transaction at apollo pharmacy,19302.71,Healthcare
2025-09-11,transaction at pepperfry,4407.44,Online Shopping
2025-11-04,transaction at aha,908.46,Entertainment
2025-03-29,transaction at jiomart,4917.9,Grocery
2025-09-14,transaction at amazon,14394.1,Online Shopping
2025-04-24,transaction at hp world,149737.72,Electronics
2025-04-13,transaction at subway,190.21,Food
2025-04-24,transaction at kauvery,10903.44,Healthcare
2025-01-15,transaction at air india,24302.68,Travel
2025-06-13,transaction at bigbazaar,2836.19,Grocery
2025-12-20,transaction at hotstar,900.84,Entertainment
2025-03-21,transaction at 1mg,15204.26,Healthcare
2025-02-05,transaction at star bazaar,1285.22,Grocery
2025-07-13,transaction at wrogn,974.87,Clothing
2025-01-01,transaction at samsung store,80349.08,Electronics
2025-06-10,transaction at h&m,4317.22,Clothing
2025-08-16,transaction at apple music,592.6,Entertainment
2025-06-05,transaction at noise,144086.65,Electronics
2025-11-24,transaction at fortis,13293.8,Healthcare
2025-01-23,transaction at nykaa,3597.61,Online Shopping
2025-04-19,transaction at property tax online,1087.45,Bills
2025-09-10,transaction at biba,5105.39,Clothing
2025-04-20,transaction at gaana,233.56,Entertainment
2025-07-02,transaction at oyo,23865.42,Travel
2025-11-23,transaction at taco bell,403.3,Food
2025-11-23,transaction at snapdeal,19042.46,Online Shopping
2025-11-04,transaction at hp world,59631.5,Electronics
2025-01-25,transaction at apollo hospital,11976.63,Healthcare
2025-10-22,transaction at dominos,1390.94,Food
2025-05-30,transaction at indigo,4772.74,Travel
2025-01-25,transaction at bsnl,1481.87,Bills
2025-12-09,transaction at kfc,632.24,Food
2025-04-19,transaction at uber,1840.26,Transport
2025-12-20,transaction at gaana,990.95,Entertainment
2025-05-31,transaction at croma,42530.06,Electronics
2025-01-06,transaction at paradise biryani,1472.64,Food
2025-01-20,transaction at irctc,22200.5,Travel
2025-01-17,transaction at reliance digital,109954.77,Electronics
2025-02-17,transaction at starbucks,1115.86,Food
2025-02-03,transaction at goibibo,28511.08,Travel
2025-01-09,transaction at pantaloons,1930.43,Clothing
2025-02-23,transaction at h&m,2857.34,Clothing
2025-03-09,transaction at redbus,1303.8,Transport
2025-11-25,transaction at dmart,1012.73,Grocery
2025-11-04,transaction at more supermarket,1326.36,Grocery
2025-12-18,transaction at fortis,12808.11,Healthcare
2025-11-02,transaction at nykaa,18245.85,Online Shopping
2025-04-16,transaction at uber,407.9,Transport
2025-01-20,transaction at vodafone idea,3108.8,Bills
2025-02-14,transaction at yulu bikes,1268.17,Transport
2025-02-04,transaction at water board,5300.32,Bills
2025-04-27,transaction at jio fiber,2960.55,Bills
2025-09-12,transaction at mi store,112938.2,Electronics
2025-07-05,transaction at indigo,15148.78,Travel
2025-10-08,transaction at spencers,1631.56,Grocery
2025-04-24,transaction at sony center,27941.79,Electronics
2025-11-09,transaction at yulu bikes,794.88,Transport
2025-01-25,transaction at biba,7546.51,Clothing
2025-02-01,transaction at allen solly,2618.3,Clothing
2025-01-22,transaction at jio fiber,744.81,Bills
2025-07-21,transaction at jio fiber,5435.64,Bills
2025-05-24,transaction at booking.com,12485.16,Travel
2025-02-07,transaction at metro rail,1683.69,Transport
2025-11-20,transaction at youtube premium,448.53,Entertainment
2025-05-02,transaction at myntra,11515.37,Online Shopping
2025-04-23,transaction at adidas,7725.96,Clothing
2025-03-03,transaction at kauvery,2448.71,Healthcare
2025-11-11,transaction at amazon prime,734.31,Entertainment
2025-04-30,transaction at aster,13363.26,Healthcare
2025-01-09,transaction at water board,731.57,Bills
2025-05-21,transaction at netmeds,18056.25,Healthcare
2025-07-25,transaction at cloudnine,4892.21,Healthcare
2025-01-10,transaction at more supermarket,2453.33,Grocery
2025-07-29,transaction at reliance digital,89030.59,Electronics
2025-06-01,transaction at nature's basket,1505.75,Grocery
2025-08-24,transaction at tneb,2486.92,Bills
2025-09-06,transaction at snapdeal,14632.87,Online Shopping
2025-10-11,transaction at bigbazaar,2948.11,Grocery
2025-05-31,transaction at pharmeasy,13371.7,Healthcare
2025-02-01,transaction at levis,7718.82,Clothing
2025-07-30,transaction at us polo,5929.84,Clothing
2025-08-23,transaction at more supermarket,3923.54,Grocery
2025-12-16,transaction at jio fiber,2638.17,Bills
2025-02-28,transaction at yatra,23894.56,Travel
2025-05-23,transaction at sonyliv,476.07,Entertainment
2025-09-19,transaction at reliance fresh,3386.27,Grocery
2025-12-26,transaction at amazon,13229.24,Online Shopping
2025-04-02,transaction at yatra,11768.24,Travel
2025-03-24,transaction at redbus,1436.04,Transport
2025-02-18,transaction at puma,5820.47,Clothing
2025-08-30,transaction at metro rail,746.04,Transport
2025-01-12,transaction at nilgiris,2467.04,Grocery
2025-09-11,transaction at woodland,744.37,Clothing
2025-03-05,transaction at nike,1144.68,Clothing
2025-09-11,transaction at chai point,389.56,Food
2025-02-15,transaction at yulu bikes,1065.93,Transport
2025-08-20,transaction at uber,1060.96,Transport
2025-01-17,transaction at airtel,2123.18,Bills
2025-02-04,transaction at adidas,6073.11,Clothing
2025-03-04,transaction at samsung store,15617.34,Electronics
2025-03-24,transaction at jio fiber,1548.83,Bills
2025-07-29,transaction at cloudnine,5970.15,Healthcare
2025-01-01,transaction at vodafone idea,1315.41,Bills
2025-05-28,transaction at dell exclusive,149827.58,Electronics
2025-09-15,transaction at air india,4406.02,Travel
2025-05-29,transaction at ola,763.22,Transport
2025-09-25,transaction at aster,3986.5,Healthcare
2025-12-22,transaction at ola,151.23,Transport
2025-01-31,transaction at taco bell,1441.81,Food
2025-03-17,transaction at apollo pharmacy,7335.02,Healthcare
2025-08-07,transaction at sony center,80272.99,Electronics
2025-04-21,transaction at aster,6652.98,Healthcare
2025-03-12,transaction at ajio,7513.01,Online Shopping
2025-06-10,transaction at tata cliq,4946.21,Online Shopping
2025-03-27,transaction at airtel,5449.3,Bills
2025-04-09,transaction at bigbazaar,4952.7,Grocery
2025-09-11,transaction at act fibernet,5762.81,Bills
2025-03-22,transaction at a2b,704.17,Food
2025-05-08,transaction at myntra,1923.95,Online Shopping
2025-08-02,transaction at fortis,7427.43,Healthcare
2025-09-01,transaction at paradise biryani,1044.57,Food
2025-06-11,transaction at yulu bikes,892.48,Transport
2025-01-16,transaction at gas agency,460.35,Bills
2025-12-20,transaction at amazon,9037.37,Online Shopping
2025-04-03,transaction at pantaloons,1612.19,Clothing
2025-01-29,transaction at asus store,100269.33,Electronics
2025-08-08,transaction at youtube premium,555.2,Entertainment
2025-01-15,transaction at redbus,946.2,Transport
2025-05-12,transaction at dmart,4838.91,Grocery
2025-12-29,transaction at noise,128986.65,Electronics
2025-11-21,transaction at jiomart,3995.22,Grocery
2025-10-24,transaction at a2b,901.05,Food
2025-05-20,transaction at vodafone idea,1097.54,Bills
2025-03-25,transaction at dominos,1021.76,Food
2025-03-09,transaction at aha,491.77,Entertainment
2025-01-20,transaction at apple music,731.05,Entertainment
2025-05-22,transaction at fortis,13964.06,Healthcare
2025-06-10,transaction at apollo hospital,6206.94,Healthcare
2025-11-29,transaction at pharmeasy,17278.72,Healthcare
2025-05-11,transaction at redbus,514.37,Transport
2025-11-25,transaction at mi store,106950.42,Electronics
2025-08-12,transaction at jio fiber,2972.85,Bills
2025-10-26,transaction at dominos,1196.77,Food
2025-05-12,transaction at levis,2807.18,Clothing
2025-12-03,transaction at ajio,984.38,Online Shopping
2025-03-08,transaction at yatra,13349.42,Travel
2025-04-26,transaction at yatra,1268.84,Travel
2025-06-27,transaction at taco bell,686.29,Food
2025-04-19,transaction at tsrtc,1643.41,Transport
2025-05-24,transaction at bsnl,2566.06,Bills
2025-11-22,transaction at pantaloons,6753.37,Clothing
2025-05-17,transaction at gas agency,4575.96,Bills
2025-02-10,transaction at metro rail,708.24,Transport
2025-08-30,transaction at bmtc,717.24,Transport
2025-09-25,transaction at lenskart,2288.3,Online Shopping
2025-02-10,transaction at meru cabs,1775.92,Transport
2025-10-23,transaction at fortis,3913.41,Healthcare
2025-02-15,transaction at star bazaar,3719.22,Grocery
2025-09-15,transaction at nature's basket,4077.1,Grocery
2025-09-26,transaction at meesho,7650.33,Online Shopping
2025-09-02,transaction at croma,33395.76,Electronics
2025-01-04,transaction at chai point,1292.15,Food
2025-10-09,transaction at meru cabs,217.47,Transport
2025-10-03,transaction at mcdonalds,866.95,Food
2025-02-07,transaction at bmtc,1326.27,Transport
2025-09-27,transaction at spencers,4234.16,Grocery
2025-09-09,transaction at metro rail,1540.62,Transport
2025-10-10,transaction at ajio,8571.36,Online Shopping
2025-03-01,transaction at tata cliq,3449.18,Online Shopping
2025-02-13,transaction at asus store,121932.04,Electronics
2025-06-11,transaction at taco bell,854.95,Food
2025-02-11,transaction at reliance fresh,609.77,Grocery
2025-06-26,transaction at netflix,334.77,Entertainment
2025-03-31,transaction at yulu bikes,743.49,Transport
2025-04-04,transaction at amazon,9255.34,Online Shopping
2025-09-27,transaction at tneb,4815.99,Bills
2025-12-22,transaction at bmtc,1069.34,Transport
2025-10-18,transaction at max fashion,6022.16,Clothing
2025-05-12,transaction at netmeds,13424.06,Healthcare
2025-08-25,transaction at 1mg,7053.85,Healthcare
2025-03-09,transaction at vodafone idea,1271.83,Bills
2025-07-02,transaction at puma,3591.8,Clothing
2025-09-12,transaction at subway,112.38,Food
2025-02-01,transaction at tneb,3153.35,Bills
2025-05-25,transaction at wrogn,5714.56,Clothing
2025-10-04,transaction at puma,3707.8,Clothing
2025-05-20,transaction at sony center,133651.65,Electronics
2025-06-27,transaction at snapdeal,9010.39,Online Shopping
2025-02-26,transaction at mi store,79609.54,Electronics
2025-10-08,transaction at zee5,472.16,Entertainment
2025-06-12,transaction at aha,796.06,Entertainment
2025-01-31,transaction at tata cliq,2285.42,Online Shopping
2025-07-02,transaction at chai point,709.31,Food
2025-02-14,transaction at asus store,4384.42,Electronics
2025-11-12,transaction at netmeds,3336.29,Healthcare
2025-04-11,transaction at vodafone idea,2277.77,Bills
2025-05-18,transaction at pizza hut,848.22,Food
2025-09-11,transaction at h&m,1058.36,Clothing
2025-02-26,transaction at gaana,312.8,Entertainment
2025-09-04,transaction at star bazaar,1518.47,Grocery
2025-07-11,transaction at metro rail,768.79,Transport
2025-05-24,transaction at tsrtc,682.38,Transport
2025-09-28,transaction at rapido,631.03,Transport
2025-12-30,transaction at nature's basket,4822.0,Grocery
2025-10-30,transaction at kauvery,10823.94,Healthcare
2025-05-02,transaction at air india,7302.97,Travel
2025-08-07,transaction at max fashion,7332.71,Clothing
2025-05-04,transaction at croma,9276.48,Electronics
2025-05-05,transaction at spencers,3718.52,Grocery
2025-04-16,transaction at subway,1429.62,Food
2025-04-05,transaction at puma,2300.14,Clothing
2025-02-18,transaction at boat lifestyle,21654.08,Electronics
2025-05-19,transaction at water board,5542.92,Bills
2025-03-22,transaction at yulu bikes,381.22,Transport
2025-01-31,transaction at goibibo,11301.57,Travel
2025-02-22,transaction at ccd,1463.42,Food
2025-07-11,transaction at snapdeal,12752.76,Online Shopping
2025-08-07,transaction at ajio,11678.53,Online Shopping
2025-07-13,transaction at aster,6219.35,Healthcare
2025-09-13,transaction at flipkart,3482.55,Online Shopping
2025-06-10,transaction at aha,985.58,Entertainment
2025-09-16,transaction at dmart,3347.57,Grocery
2025-12-28,transaction at vistara,4848.69,Travel
2025-02-28,transaction at allen solly,3820.0,Clothing
2025-07-25,transaction at burger king,1294.08,Food
2025-06-13,transaction at makemytrip,2098.0,Travel
2025-07-31,transaction at flipkart,7043.25,Online Shopping
2025-09-05,transaction at taco bell,1025.1,Food
2025-05-28,transaction at spencers,2859.32,Grocery
2025-01-23,transaction at apple store,95277.88,Electronics
2025-03-23,transaction at rapido,1201.88,Transport
2025-11-01,transaction at jio fiber,3635.3,Bills
2025-01-26,transaction at apple music,769.82,Entertainment
2025-07-19,transaction at hotstar,434.12,Entertainment
2025-12-13,transaction at snapdeal,11038.23,Online Shopping
